主机 IP,主机名,主机状态,业务组,操作系统,系统版本,内核版本,CPU内核数,内存容量,特征,主机备注,整机CPU占用,整机内存占用,内网 IP,外网 IP,主机开机时长
172.28.1.99,WIN-KAOQIN,online,上海G5Windows,Windows Server,2008 R2 Enterprise Service Pack 1,6.1.7601.24511 (win7sp1_ldr_escrow.190729-1700),4,16.0 GB,[09NotReady],,2.45%,36.98%,172.28.1.99,172.28.1.99,3386h3m3s
10.101.4.80,pjump07,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),8,16.0 GB,[09NotReady],,3.85%,34.90%,10.101.4.80,10.101.4.80,1174h35m17s
10.101.4.79,pjump06,online,上海OLED（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),8,16.0 GB,[09NotReady],,0.83%,24.70%,10.101.4.79,10.101.4.79,1174h29m45s
10.112.233.2,T19-Fortress,online,厦门TM19Windows,Windows Server,2019 Standard,10.0.17763.8276 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,0.96%,26.47%,10.112.233.2,10.112.233.2,46h28m51s
10.112.10.41,TM19DEM01,online,厦门TM19Windows,Windows Server,2019 Datacenter,10.0.17763.8276 (WinBuild.160101.0800),4,8.0 GB,[09NotReady],,1.94%,16.30%,10.112.10.41,10.112.10.41,40h55m1s
10.112.10.42,TM19DEM02,online,厦门TM19Windows,Windows Server,2019 Datacenter,10.0.17763.8276 (WinBuild.160101.0800),4,8.0 GB,[09NotReady],,2.04%,16.57%,10.112.10.42,10.112.10.42,41h1m42s
10.112.10.11,TM19DBS01,online,厦门TM19Windows,Windows Server,2019 Datacenter,10.0.17763.8146 (WinBuild.160101.0800),4,32.0 GB,[09NotReady],,3.51%,29.94%,10.112.10.11,10.112.10.11,834h33m50s
10.112.10.12,TM19DBS02,online,厦门TM19Windows,Windows Server,2019 Datacenter,10.0.17763.8146 (WinBuild.160101.0800),4,32.0 GB,[09NotReady],,2.96%,18.33%,10.112.10.12,10.112.10.12,834h25m50s
10.112.10.31,TM19APPV01,online,厦门TM19Windows,Windows Server,2019 Datacenter,10.0.17763.8146 (WinBuild.160101.0800),4,8.0 GB,[09NotReady],,3.74%,75.54%,10.112.10.31,10.112.10.31,855h27m28s
10.112.10.33,TM19APPV03,online,厦门TM19Windows,Windows Server,2019 Datacenter,10.0.17763.8276 (WinBuild.160101.0800),4,8.0 GB,[09NotReady],,3.54%,53.89%,10.112.10.33,10.112.10.33,41h5m3s
10.112.10.32,TM19APPV02,online,厦门TM19Windows,Windows Server,2019 Datacenter,10.0.17763.8146 (WinBuild.160101.0800),4,8.0 GB,[09NotReady],,2.97%,63.33%,10.112.10.32,10.112.10.32,857h0m39s
10.101.140.10,TMWHQZJ10,online,武汉G6Windows,Windows,10 Pro,10.0.19041.3930 (WinBuild.160101.0800),12,15.7 GB,[09NotReady],,5.02%,50.79%,10.101.140.10,10.101.140.10,17993h57m31s
10.101.140.9,TMWHG6QZJ09,online,武汉G6Windows,Windows,10 Pro,10.0.19041.5678 (WinBuild.160101.0800),12,15.7 GB,[09NotReady],,0.60%,74.97%,10.101.140.9,10.101.140.9,2233h6m41s
10.101.2.35,TMWHG6SCAN05,online,武汉G6Windows,Windows Server,2016 Standard,10.0.14393.8781 (rs1_release.251224-1746),12,32.0 GB,[09NotReady],,3.70%,20.10%,10.101.2.35,10.101.2.35,159h15m52s
10.101.2.43,TMG6VDISCAN02,online,武汉G6Windows,Windows Server,2016 Standard,10.0.14393.8781 (rs1_release.251224-1746),12,32.0 GB,[09NotReady],,1.26%,14.19%,10.101.2.43,10.101.2.43,157h55m29s
10.101.140.19,TMWHG6QZJ19,online,武汉G6Windows,Windows,10 Pro,10.0.19041.2486 (WinBuild.160101.0800),8,7.7 GB,[09NotReady],,1.56%,64.41%,10.101.140.19,10.101.140.19,5901h8m51s
10.101.7.100,CXWHG6PVS0003,online,武汉G6Windows,Windows Server,2019 Standard,10.0.17763.8276 (WinBuild.160101.0800),12,24.0 GB,[09NotReady],,2.69%,24.68%,10.101.7.100,10.101.7.100,157h51m10s
10.101.7.92,CXWHG6SF0001,online,武汉G6Windows,Windows Server,2019 Standard,10.0.17763.7919 (WinBuild.160101.0800),4,8.0 GB,[09NotReady],,5.42%,37.90%,10.101.7.92,10.101.7.92,158h1m21s
10.101.7.94,CXWHG6DB0001,online,武汉G6Windows,Windows Server,2019 Standard,10.0.17763.8276 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,1.88%,39.76%,10.101.7.94,10.101.7.94,158h4m3s
10.101.7.91,CXWHG6DDC0002,online,武汉G6Windows,Windows Server,2019 Standard,10.0.17763.8276 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,2.04%,32.34%,10.101.7.91,10.101.7.91,157h49m19s
10.101.140.5,TMWHG6QZJ05,online,武汉G6Windows,Windows,10 Pro,10.0.19041.3448 (WinBuild.160101.0800),12,15.7 GB,[09NotReady],,0.67%,49.94%,10.101.140.5,10.101.140.5,9834h46m22s
10.101.2.10,TMWHG6Raduis,online,武汉G6Windows,Windows Server,2016 Standard,10.0.14393.8781 (rs1_release.251224-1746),4,8.0 GB,[09NotReady],,2.64%,26.31%,10.101.2.10,10.101.2.10,157h40m4s
10.101.8.9,TMWHG6Cadence01,online,武汉G6Windows,Windows Server,2016 Standard,10.0.14393.8781 (rs1_release.251224-1746),4,8.0 GB,[09NotReady],,2.73%,24.15%,10.101.8.9,10.101.8.9,157h53m59s
10.101.7.93,CXWHG6SF0002,online,武汉G6Windows,Windows Server,2019 Standard,10.0.17763.8276 (WinBuild.160101.0800),4,8.0 GB,[09NotReady],,6.88%,40.36%,10.101.7.93,10.101.7.93,157h45m41s
10.101.2.103,WHG6LOGS,online,武汉G6Windows,Windows Server,2016 Standard,10.0.14393.8781 (rs1_release.251224-1746),4,8.0 GB,[09NotReady],,2.36%,25.36%,10.101.2.103,10.101.2.103,157h52m4s
10.101.2.12,TMWHG6WSUS01,online,武汉G6Windows,Windows Server,2016 Standard,10.0.14393.8781 (rs1_release.251224-1746),8,32.0 GB,[09NotReady],,1.19%,18.82%,10.101.2.12,10.101.2.12,141h19m43s
10.120.1.12,DC26,online,芜湖Windows,Windows Server,2019 Standard,10.0.17763.8276 (WinBuild.160101.0800),8,16.0 GB,[09NotReady 域控],域控,16.98%,42.96%,10.120.1.12,10.120.1.12,101h10m12s
10.112.65.2,DC24,online,厦门TM19Windows,Windows Server,2019 Datacenter,10.0.17763.8024 (WinBuild.160101.0800),16,32.0 GB,[09NotReady 域控],域控,19.49%,32.13%,10.112.65.2,10.112.65.2,1401h47m11s
10.105.65.91,xmoledDS-DSM02,online,厦门T18Linux,openEuler,22.03 (LTS-SP3),5.10.0-182.0.0.95.oe2203sp3.x86_64,8,17.1 GB,[09NotReady],,1.62%,56.62%,10.105.65.91,10.105.65.91,12765h37m14s
10.112.65.1,DC23,online,厦门TM19Windows,Windows Server,2019 Datacenter,10.0.17763.8024 (WinBuild.160101.0800),16,32.0 GB,[09NotReady 域控],域控,24.21%,31.23%,10.112.65.1,10.112.65.1,1402h46m24s
10.105.192.3,WIN-HLAB7EBO82B,online,厦门T18Windows,Windows Server,2016 Standard,10.0.14393.6795 (rs1_release.240226-1752),16,16.0 GB,[09NotReady],,0.42%,61.21%,10.105.192.3,10.105.192.3,7553h26m50s
10.110.18.42,pcdhrpt2.tianma.cn,online,上海G4.5（数据中心）Linux,CentOS Linux,7.6.1810 (Core) ,3.10.0-957.12.2.el7.x86_64,16,125.7 GB,[09NotReady],,4.14%,26.16%,10.110.18.42,10.110.18.42,22994h49m0s
10.110.18.41,pcdhrpt1.tianma.cn,online,上海G4.5（数据中心）Linux,CentOS Linux,7.6.1810 (Core) ,3.10.0-957.12.2.el7.x86_64,8,125.7 GB,[09NotReady],,12.48%,16.85%,10.110.18.41,10.110.18.41,22996h8m44s
172.22.30.82,CXWHG45PVS2001,online,武汉G4.5Windows,Windows Server,2019 Standard,10.0.17763.8276 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,1.49%,34.55%,172.22.30.82,172.22.30.82,68h24m7s
10.101.4.81,tjump08,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),8,16.0 GB,[09NotReady],,1.00%,23.16%,10.101.4.81,10.101.4.81,480h54m5s
172.17.200.67,oms,online,上海G5Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,8,15.5 GB,[09NotReady],,19.58%,33.13%,172.17.200.67,172.17.200.67,13486h20m43s
10.101.4.89,tjump04-new,online,上海OLED（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.7155 (rs1_release.240624-1757),4,8.0 GB,[09NotReady],,1.93%,42.29%,10.101.4.89,10.101.4.89,1752h41m18s
10.110.13.79,master-node,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,32,125.8 GB,[09NotReady],,4.88%,29.01%,10.110.13.79,10.110.13.79,21187h49m28s
10.110.14.105,master-node,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,16,78.8 GB,[09NotReady],,24.43%,33.65%,10.110.14.105,10.110.14.105,18402h19m33s
10.103.32.155,XMSDMIMG02,online,厦门LTPSLinux,Anolis OS,8.4,4.18.0-305.an8.x86_64,4,15.5 GB,[09NotReady],,1.04%,4.26%,10.103.32.155,10.103.32.155,16868h24m58s
10.101.185.9,TMWHG6MBS002,online,武汉G6Linux,CentOS Linux,7.6.1810 (Core) ,3.10.0-957.el7.x86_64,8,7.6 GB,[09NotReady],,2.20%,37.17%,10.101.185.9,10.101.185.9,5997h56m10s
10.103.32.200,PB-EX01,online,厦门LTPSWindows,Windows Server,2016 Standard,10.0.14393.8781 (rs1_release.251224-1746),32,64.0 GB,[09NotReady],,1.12%,39.47%,10.103.32.200,10.103.32.200,18h17m4s
10.103.32.12,PB-AD02,online,厦门LTPSWindows,Windows Server,2016 Standard,10.0.14393.8592 (rs1_release.251022-1740),8,16.0 GB,[09NotReady],,1.17%,22.38%,10.103.32.12,10.103.32.12,1209h7m50s
10.103.32.31,TMXMPPVS01,online,厦门LTPSWindows,Windows Server,2016 Standard,10.0.14393.8592 (rs1_release.251022-1740),4,16.0 GB,[09NotReady],,5.91%,25.13%,10.103.32.31,10.103.32.31,1231h26m47s
10.103.32.21,TMXMPDDC01,online,厦门LTPSWindows,Windows Server,2016 Standard,10.0.14393.8592 (rs1_release.251022-1740),4,16.0 GB,[09NotReady],,4.27%,52.03%,10.103.32.21,10.103.32.21,1231h48m44s
10.103.32.201,PB-EX02,online,厦门LTPSWindows,Windows Server,2016 Standard,10.0.14393.8592 (rs1_release.251022-1740),32,64.0 GB,[09NotReady],,0.88%,49.42%,10.103.32.201,10.103.32.201,1100h25m41s
10.103.32.11,PB-AD01,online,厦门LTPSWindows,Windows Server,2016 Standard,10.0.14393.8781 (rs1_release.251224-1746),8,16.0 GB,[09NotReady],,1.21%,19.74%,10.103.32.11,10.103.32.11,1h54m54s
10.100.6.39,thrpsdb4.tianma.cn,online,上海OLED（数据中心）Linux,Oracle Linux Server,7.5 (Maipo),4.1.12-124.15.1.el7uek.x86_64,8,31.4 GB,[09NotReady],,26.55%,77.79%,10.100.6.39,10.100.6.39,6431h58m54s
172.18.25.130,ptencont01,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,16,47.7 GB,[09NotReady DMZ区服务器],上海零信任,18.30%,55.35%,172.18.25.130,172.18.25.130,20823h17m10s
10.100.7.142,psdp2infra3.tianma.cn,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,4,15.5 GB,[09NotReady],,13.63%,33.73%,10.100.7.142,10.100.7.142,22727h5m55s
172.18.25.179,pgcrwzx,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,4,7.6 GB,[09NotReady DMZ区服务器],,4.02%,20.39%,172.18.25.179,172.18.25.179,30261h58m51s
172.18.25.178,pgw,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,4,7.6 GB,[09NotReady DMZ区服务器],,4.73%,19.86%,172.18.25.178,172.18.25.178,30261h55m22s
10.100.7.146,psdp2worker4.tianma.cn,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,16,158.7 GB,[09NotReady],,1.14%,8.49%,10.100.7.146,10.100.7.146,18188h12m53s
172.18.2.150,PCVFREL,online,上海G4.5（数据中心）Linux,Oracle Linux Server,8.4 (Ootpa),5.4.17-2102.205.7.3.el8uek.x86_64,4,7.5 GB,[09NotReady],,3.67%,49.07%,172.18.2.150,,17563h25m15s
10.110.12.109,pplmapp01,online,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,32,58.2 GB,[09NotReady],,10.47%,45.32%,10.110.12.109,10.110.12.109,8296h5m5s
10.110.14.13,tdevetl02,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,8,31.2 GB,[09NotReady],,2.31%,31.40%,10.110.14.13,10.110.14.13,34344h50m2s
10.110.18.13,pdatablau03,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,16,78.9 GB,[09NotReady],,1.89%,51.41%,10.110.18.13,10.110.18.13,24766h57m18s
10.110.18.201,oled2xsky01,online,上海G4.5（数据中心）Linux,openEuler,20.03 (LTS-SP3),4.19.90-2112.8.0.0131.oe1.x86_64,72,251.1 GB,[09NotReady],,2.04%,9.96%,10.110.18.201,10.110.18.201,335h32m28s
172.18.25.135,ptengate03,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,16,31.4 GB,[09NotReady DMZ区服务器],上海零信任,17.22%,26.92%,172.18.25.135,172.18.25.135,7537h52m22s
10.110.12.47,poatodo02,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,8,15.5 GB,[09NotReady],,1.53%,30.94%,10.110.12.47,10.110.12.47,31207h27m1s
10.110.14.147,tplmapp01,online,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,8,31.7 GB,[09NotReady],,6.41%,43.88%,10.110.14.147,10.110.14.147,14178h19m40s
10.110.12.107,poraclegw,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.17-2011.6.2.el7uek.x86_64,8,15.4 GB,[09NotReady],,0.76%,15.29%,10.110.12.107,10.110.12.107,16367h14m56s
10.110.12.143,ppromgt14,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,4,15.6 GB,[09NotReady],,5.68%,11.85%,10.110.12.143,10.110.12.143,18166h58m7s
10.110.18.19,pdatablaudb02,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,16,47.4 GB,[09NotReady],,1.24%,55.52%,10.110.18.19,10.110.18.19,24526h24m43s
10.110.13.156,paviccdb,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.17-2011.6.2.el7uek.x86_64,32,125.8 GB,[09NotReady],,0.68%,53.09%,10.110.13.156,10.110.13.156,12330h52m2s
10.110.12.105,pplmdb01,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.247-1.el7.elrepo.x86_64,8,47.3 GB,[09NotReady],,24.28%,40.66%,10.110.12.105,10.110.12.105,17040h52m0s
10.101.4.100,tkaipiaoapp,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,8,55.0 GB,[09NotReady],,9.79%,68.84%,10.101.4.100,10.101.4.100,16507h41m56s
10.110.14.37,tdb19c,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.17-2011.6.2.el7uek.x86_64,24,125.3 GB,[09NotReady],,1.35%,47.54%,10.110.14.37,10.110.14.37,26785h39m37s
10.110.17.88,psmarket,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,4,7.7 GB,[09NotReady],,7.32%,19.43%,10.110.17.88,10.110.17.88,19920h52m29s
10.110.12.122,paviccdhbi,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,4.19.91-27.7.an7.x86_64,8,126.8 GB,[09NotReady],,8.03%,37.06%,10.110.12.122,10.110.12.122,12986h4m40s
10.110.13.74,psesses,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,8,15.6 GB,[09NotReady],,0.77%,71.13%,10.110.13.74,10.110.13.74,21742h27m51s
10.110.13.82,pkingdee01,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,8,31.3 GB,[09NotReady],,9.53%,13.56%,10.110.13.82,10.110.13.82,21193h21m2s
10.100.7.139,psdp2master3.tianma.cn,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,8,31.5 GB,[09NotReady],,12.45%,38.98%,10.100.7.139,10.100.7.139,10681h44m53s
10.110.12.81,pelectronic02,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,8,47.2 GB,[09NotReady],,16.65%,52.94%,10.110.12.81,10.110.12.81,18018h40m39s
10.110.13.240,avicxsky01,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.el7.x86_64,64,251.4 GB,[09NotReady],,3.42%,22.00%,10.110.13.240,10.110.13.240,26084h25m38s
172.18.25.176,phrportal,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,4,7.6 GB,[09NotReady DMZ区服务器],,3.99%,21.05%,172.18.25.176,172.18.25.176,30286h25m46s
10.110.13.35,pmpp-fe02,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,16,70.9 GB,[09NotReady],,38.65%,86.81%,10.110.13.35,10.110.13.35,23682h45m30s
10.110.13.150,PUEMnginx,online,上海G4.5（数据中心）Linux,openEuler,20.03 (LTS-SP3),4.19.90-2112.8.0.0131.oe1.x86_64,8,15.1 GB,[09NotReady],,4.10%,13.43%,10.110.13.150,10.110.13.150,16338h12m28s
10.110.13.160,pfank8s02,online,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,8,31.4 GB,[09NotReady],,10.30%,38.05%,10.110.13.160,10.110.13.160,4580h51m46s
10.110.13.121,pgdf01,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,16,62.5 GB,[09NotReady],,1.33%,11.84%,10.110.13.121,10.110.13.121,15715h56m34s
10.110.13.162,pfandb01,online,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,4,15.7 GB,[09NotReady],,2.74%,16.11%,10.110.13.162,10.110.13.162,14847h1m5s
10.110.12.46,poatodo01,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,8,15.5 GB,[09NotReady],,1.01%,25.70%,10.110.12.46,10.110.12.46,31746h49m58s
10.110.18.83,ptmsedi1,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,16,15.3 GB,[09NotReady],,1.69%,50.82%,10.110.18.83,10.110.18.83,16056h11m14s
10.110.13.114,peosxxl-job,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,4,15.7 GB,[09NotReady],,12.86%,49.04%,10.110.13.114,10.110.13.114,19655h25m29s
10.110.14.36,thzero01,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,8,31.2 GB,[09NotReady],,3.36%,48.43%,10.110.14.36,10.110.14.36,13272h55m25s
10.110.14.12,tdevetl01,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,8,31.2 GB,[09NotReady],,3.02%,25.65%,10.110.14.12,10.110.14.12,34344h58m0s
172.18.2.131,tsdmap03.tianma.cn,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.3 (Maipo),4.1.12-61.1.18.el7uek.x86_64,16,62.7 GB,[09NotReady],,0.32%,12.68%,172.18.2.131,172.18.2.131,56976h0m28s
10.110.18.15,pdatablau05,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,16,62.9 GB,[09NotReady],,3.08%,65.64%,10.110.18.15,10.110.18.15,24766h53m56s
172.18.8.16,ekpdb,online,上海G4.5（数据中心）Linux,Oracle Linux Server,6.8 (Santiago),4.1.12-37.4.1.el6uek.x86_64,4,15.7 GB,[09NotReady],,27.17%,52.45%,172.18.8.16,172.18.8.16,64104h42m51s
10.110.12.138,ppromgt09,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,4,15.6 GB,[09NotReady],,7.00%,21.29%,10.110.12.138,10.110.12.138,18167h0m12s
10.110.14.70,anolisos-temp,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,4,7.8 GB,[09NotReady],,4.72%,19.22%,10.110.14.70,10.110.14.70,23417h19m54s
10.110.12.133,ppromgt04,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,8,31.3 GB,[09NotReady],,2.11%,19.74%,10.110.12.133,10.110.12.133,18166h54m44s
10.110.14.51,toracle,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.17-2011.6.2.el7uek.x86_64,4,15.4 GB,[09NotReady],,2.66%,50.34%,10.110.14.51,10.110.14.51,1223h35m49s
10.110.16.33,dev03,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,16,62.9 GB,[09NotReady],,8.77%,58.96%,10.110.16.33,10.110.16.33,26279h44m2s
172.18.14.188,iebsdb,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.17-2011.6.2.el7uek.x86_64,16,62.3 GB,[09NotReady],,7.27%,36.37%,172.18.14.188,172.18.14.188,19049h12m30s
10.110.14.136,tpromgt07,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,8,15.6 GB,[09NotReady],,4.02%,46.77%,10.110.14.136,10.110.14.136,19173h11m44s
10.110.13.168,pdormi04,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,8,31.4 GB,[09NotReady],,3.36%,9.44%,10.110.13.168,10.110.13.168,12924h16m15s
10.110.13.117,plims01,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,16,31.3 GB,[09NotReady],,4.58%,53.55%,10.110.13.117,10.110.13.117,13945h40m57s
10.110.13.15,pkettle01,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,4.19.91-25.2.an7.x86_64,32,125.6 GB,[09NotReady],,18.19%,13.06%,10.110.13.15,10.110.13.15,736h19m46s
172.18.13.218,PPRD1VSA3,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,4.19.91-27.7.an7.x86_64,4,15.6 GB,[09NotReady],,5.11%,11.04%,172.18.13.218,172.18.13.218,17976h27m9s
10.110.18.202,oled2xsky02,online,上海G4.5（数据中心）Linux,openEuler,20.03 (LTS-SP3),4.19.90-2112.8.0.0131.oe1.x86_64,72,251.1 GB,[09NotReady],,3.05%,11.84%,10.110.18.202,10.110.18.202,6428h46m20s
172.18.13.177,ekp06,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,8,31.2 GB,[09NotReady],,3.55%,27.23%,172.18.13.177,172.18.13.177,12925h19m22s
10.110.13.34,pmpp-fe01,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,16,70.9 GB,[09NotReady],,15.81%,64.99%,10.110.13.34,10.110.13.34,23682h50m10s
172.18.13.58,pkqpldb-new.tianma.cn,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.6 (Maipo),4.14.35-1818.3.3.el7uek.x86_64,8,31.2 GB,[09NotReady],,12.28%,65.74%,172.18.13.58,172.18.13.58,35966h18m55s
172.18.13.224,PSHTMVSA1,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,4,7.6 GB,[09NotReady],,2.34%,25.36%,172.18.13.224,172.18.13.224,35377h19m33s
172.18.14.155,tshtmdb-xj.tianma.cn,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,24,99.1 GB,[09NotReady],,0.91%,91.55%,172.18.14.155,172.18.14.155,5306h0m19s
10.110.16.19,TJiraApp01,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,31.1 GB,[09NotReady],,1.35%,46.84%,10.110.16.19,10.110.16.19,13483h26m1s
10.110.18.157,pstarrocks02,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,96,377.4 GB,[09NotReady],,16.98%,29.19%,10.110.18.157,10.110.18.157,23682h49m48s
10.110.18.162,pstarrocks07,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,96,377.4 GB,[09NotReady],,0.16%,4.61%,10.110.18.162,10.110.18.162,23683h9m14s
172.18.25.75,ttmsngx,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,4,7.5 GB,[09NotReady DMZ区服务器],,3.65%,26.71%,172.18.25.75,172.18.25.75,15098h6m18s
172.18.25.92,tsdmap02,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,4,7.5 GB,[09NotReady DMZ区服务器],,2.18%,35.27%,172.18.25.92,172.18.25.92,7537h43m49s
10.110.14.84,tdatablau04,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,8,31.4 GB,[09NotReady],,8.63%,60.63%,10.110.14.84,10.110.14.84,25198h23m40s
10.100.7.141,psdp2infra2.tianma.cn,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,4,15.5 GB,[09NotReady],,10.16%,33.38%,10.100.7.141,10.100.7.141,22727h9m13s
172.18.13.220,oled2ma01,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,80,251.4 GB,[09NotReady],,0.10%,5.68%,172.18.13.220,172.18.13.220,24911h21m33s
10.100.7.149,psdpregistry,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,4,7.6 GB,[09NotReady],,0.58%,17.36%,10.100.7.149,10.100.7.149,25096h19m48s
10.100.7.143,psdp2worker1.tianma.cn,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,16,158.7 GB,[09NotReady],,1.61%,5.27%,10.100.7.143,10.100.7.143,18188h19m32s
172.18.13.182,tmoa08,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,8,31.2 GB,[09NotReady],,2.85%,29.75%,172.18.13.182,172.18.13.182,12925h17m31s
